shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHP0002,34.9974533257375,138.389555811882,31
SHP0002,34.9973083120441,138.389765024185,32
SHP0002,34.9970600310235,138.390027880669,33
SHP0002,34.9967231999069,138.390358299075,34
SHP0002,34.9966909052585,138.390389978886,35
SHP0002,34.9966030181715,138.39045971632,36
SHP0002,34.9961921460402,138.390773534775,37
SHP0002,34.9959812170316,138.390963971615,38
SHP0002,34.995517612648,138.391441404819,39
SHP0002,34.9954978380535,138.391462862492,40
SHP0002,34.9953000921079,138.391664028168,41
SHP0002,34.9951045433395,138.391870558262,42
SHP0002,34.9941553628007,138.39285492897,43
SHP0002,34.9940037575758,138.393010497093,44
SHP0002,34.9937642389266,138.393262624741,45
SHP0002,34.9933599138674,138.393675684929,46
SHP0002,34.9932060945514,138.393463790417,47
SHP0002,34.9931072107054,138.393324315548,48
SHP0002,34.993001734603,138.393174111843,49
SHP0002,34.992792979817,138.392876386642,50
SHP0002,34.9926743192018,138.392702043056,51
SHP0002,34.9923952470142,138.392299711704,52
SHP0002,34.992166715459,138.391972482204,53
SHP0002,34.9920524496814,138.391808867455,54
SHP0002,34.9920436600062,138.391800820827,55
SHP0002,34.9919491709978,138.391664028168,56
SHP0002,34.9918305103826,138.391495049,57
SHP0002,34.9916679013914,138.391264379025,58
SHP0002,34.9914064085542,138.39089423418,59
SHP0002,34.9912723660074,138.390693068504,60
SHP0002,34.9910372421958,138.390347063541,61
SHP0002,34.9910306499394,138.390339016914,62
SHP0002,34.9908460667602,138.390076160431,63
SHP0002,34.9908306848286,138.390057384968,64
SHP0002,34.9907098267946,138.389880359173,65
SHP0002,34.9904812952394,138.389555811882,66
SHP0002,34.990254961103,138.389231264591,67
SHP0002,34.9902417765902,138.389215171337,68
SHP0002,34.9901319056502,138.389062285423,69
SHP0002,34.9900264295478,138.3889067173,70
SHP0002,34.9899187560266,138.388751149178,71
SHP0002,34.9897869108986,138.388563394547,72
SHP0002,34.989397967771,138.38896304369,73
SHP0002,34.9889914452931,138.389386832714,74
SHP0002,34.9888410563696,138.389545045528,75
SHP0002,34.9886088120229,138.389789372244,76
SHP0002,34.9885937124903,138.38980525732,77
SHP0002,34.9882553099951,138.390145897865,78
SHP0002,34.9879696455511,138.390381932259,79
SHP0002,34.9876202559619,138.390663564205,80
SHP0002,34.9875960843551,138.390679657459,81
SHP0002,34.9873609605435,138.390856683254,82
SHP0002,34.9870906780311,138.391060531139,83
SHP0002,34.9869148845271,138.390770852566,84
SHP0002,34.9867237090915,138.390427529812,85
SHP0002,34.9863875040151,138.38980525732,86
SHP0002,34.9860491015199,138.38918030262,87
SHP0002,34.9857715597712,138.388667744282,88
SHP0002,34.985895326389,138.388590216637,89
SHP0002,34.9856241938661,138.388082784717,90
SHP0002,34.9854997726153,138.387849926949,91
SHP0002,34.9853744939483,138.387943804264,92
SHP0002,34.9850866320855,138.387404680252,93
SHP0002,34.9850031301711,138.387160599232,94
SHP0002,34.9849657699443,138.387042582035,95
SHP0002,34.9849328050383,138.386828005314,96
SHP0002,34.9849218167363,138.38664829731,97
SHP0002,34.9848998401323,138.385948240757,98
SHP0002,34.9845877723556,138.385956287384,99
SHP0002,34.9842559256354,138.385956287384,100
SHP0002,34.9840229736331,138.385677337646,101
SHP0002,34.9838801257071,138.385543227196,102
SHP0002,34.9837900216307,138.385481536388,103
SHP0002,34.9835609654722,138.385361339377,104
SHP0002,34.9833351059281,138.385242819786,105
SHP0002,34.983141711813,138.385138213634,106
SHP0002,34.9830713866802,138.385100662708,107
SHP0002,34.9828076674323,138.384950459003,108
SHP0002,34.9825483435052,138.384808301926,109
SHP0002,34.9827395399599,138.384204804897,110
SHP0002,34.9827922838095,138.384014368057,111
SHP0002,34.9828142604135,138.383872210979,112
SHP0002,34.9828208533947,138.3837890625,113
SHP0002,34.9828296440363,138.383641541004,114
SHP0002,34.9828406323383,138.383528888226,115
SHP0002,34.9828735972443,138.383376002312,116
SHP0002,34.9828889808671,138.383333086967,117
SHP0002,34.9829461200374,138.38319092989,118
SHP0002,34.9831263281902,138.382734954357,119
SHP0002,34.9832559901537,138.382413089275,120
SHP0002,34.9832713737765,138.382359445095,121
SHP0002,34.9832911527201,138.382222652435,122
SHP0002,34.9832779667577,138.382032215595,123
SHP0002,34.9832735714369,138.381833732128,124
SHP0002,34.9833175246449,138.381546735764,125
SHP0002,34.9833219199657,138.381525278091,126
SHP0002,34.9833351059281,138.381450176239,127
SHP0002,34.9833900474381,138.381114900112,128
SHP0002,34.9833395012489,138.381096124649,129
SHP0002,34.9833351059281,138.38109344244,130
SHP0002,34.9830384217742,138.380962014198,131
SHP0002,34.9827593189035,138.380843997002,132
SHP0002,34.9824472511268,138.38071256876,133
SHP0002,34.9819483822162,138.38046848774,134
SHP0002,34.9814099554184,138.380184173584,135
SHP0002,34.981264909832,138.380101025105,136
SHP0002,34.9809880046217,138.379966914654,137
SHP0002,34.9809286677909,138.379945456982,138
SHP0002,34.9804891357111,138.379819393158,139
SHP0002,34.9803133228792,138.379755020142,140
SHP0002,34.9800210340461,138.379618227482,141
SHP0002,34.9795243627958,138.379395604134,142
SHP0002,34.9791112026408,138.379205167294,143
SHP0002,34.9785991477678,138.378896713257,144
SHP0002,34.9784826717666,138.378829658031,145
SHP0002,34.9783969630111,138.378856480122,146
SHP0002,34.9783222425575,138.378912806511,147
SHP0002,34.977928861346,138.379572629929,148
SHP0002,34.9778915011192,138.379620909691,149
SHP0002,34.9778585362132,138.379645049572,150
SHP0002,34.9778145830053,138.379653096199,151
SHP0002,34.9777530485141,138.379645049572,152
SHP0002,34.977284946849,138.379451930523,153
SHP0002,34.9771019413829,138.379873218408,154
SHP0002,34.9770146346199,138.380074203014,155
SHP0002,34.9768651937128,138.380447030067,156
SHP0002,34.9766938874531,138.38087272711,157
SHP0002,34.9764388475953,138.381506502628,158
SHP0002,34.9762542441218,138.381975889206,159
SHP0002,34.9760454663839,138.3825096488,160
SHP0002,34.9760015131759,138.382614254951,161
SHP0002,34.9757839208808,138.383142650127,162
SHP0002,34.9757069943118,138.383333086967,163
SHP0002,34.9755949013113,138.383603990078,164
SHP0002,34.97552237,138.38378906,165
SHP0002,34.9752190600743,138.384534716606,166
