grid_id,stop_id,stop_name,walking_distance_m,walking_time_min,trips_per_hour,headway_min,avg_wait_min
3366,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,937.6,11.25,0.333,180.0,90.0
3367,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b16_2,,741.59,8.9,0.333,180.0,90.0
3367,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b17_2,,480.54,5.77,0.333,180.0,90.0
3367,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b18_2,,164.53,1.97,0.333,180.0,90.0
3367,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,635.62,7.63,0.333,180.0,90.0
3368,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b17_2,,954.46,11.45,0.333,180.0,90.0
3368,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b18_2,,638.44,7.66,0.333,180.0,90.0
3368,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,580.29,6.96,0.333,180.0,90.0
3427,feed_shizuokacity_ryougouchi_20260401_20260630200904_o8_0,,483.8,5.81,2.0,30.0,15.0
3428,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,579.13,6.95,2.0,30.0,15.0
3428,feed_shizuokacity_ryougouchi_20260401_20260630200904_o8_0,,0.0,0.0,2.0,30.0,15.0
3429,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,654.84,7.86,2.0,30.0,15.0
3429,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,438.02,5.26,2.0,30.0,15.0
3430,feed_shizuokacity_ryougouchi_20260401_20260630200904_o5_0,,427.56,5.13,2.0,30.0,15.0
3430,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,78.22,0.94,2.0,30.0,15.0
3430,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,741.87,8.9,2.0,30.0,15.0
3431,feed_shizuokacity_ryougouchi_20260401_20260630200904_o5_0,,183.27,2.2,2.0,30.0,15.0
3431,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,342.17,4.11,2.0,30.0,15.0
3437,feed_shizuokacity_ryougouchi_20260401_20260630200904_z2_0,,714.27,8.57,2.0,30.0,15.0
3437,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,506.76,6.08,2.0,30.0,15.0
3437,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,277.31,3.33,2.0,30.0,15.0
3437,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,795.92,9.55,2.0,30.0,15.0
3438,feed_shizuokacity_ryougouchi_20260401_20260630200904_z2_0,,714.27,8.57,2.0,30.0,15.0
3438,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,506.76,6.08,2.0,30.0,15.0
3438,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,277.31,3.33,2.0,30.0,15.0
3438,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,795.92,9.55,2.0,30.0,15.0
3439,feed_shizuokacity_ryougouchi_20260401_20260630200904_z2_0,,911.13,10.93,2.0,30.0,15.0
3439,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,545.62,6.55,2.0,30.0,15.0
3439,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,884.59,10.62,2.0,30.0,15.0
3440,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,669.55,8.03,2.0,30.0,15.0
3463,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b15_2,,919.38,11.03,0.333,180.0,90.0
3466,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b16_2,,738.21,8.86,0.333,180.0,90.0
3466,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b17_2,,689.71,8.28,0.333,180.0,90.0
3466,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b18_2,,809.23,9.71,0.333,180.0,90.0
3467,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b18_2,,835.58,10.03,0.333,180.0,90.0
3467,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,599.45,7.19,0.333,180.0,90.0
3467,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,880.04,10.56,0.333,180.0,90.0
3468,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b17_2,,932.67,11.19,0.333,180.0,90.0
3468,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b18_2,,601.27,7.22,0.333,180.0,90.0
3468,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,33.3,0.4,0.333,180.0,90.0
3468,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,509.32,6.11,0.333,180.0,90.0
3469,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,530.45,6.37,0.333,180.0,90.0
3469,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,324.38,3.89,0.333,180.0,90.0
3470,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,782.88,9.39,0.333,180.0,90.0
3528,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,763.44,9.16,2.0,30.0,15.0
3528,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,99.78,1.2,2.0,30.0,15.0
3528,feed_shizuokacity_ryougouchi_20260401_20260630200904_o8_0,,613.83,7.37,2.0,30.0,15.0
3528,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,708.72,8.5,2.0,30.0,15.0
3528,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,578.3,6.94,2.0,30.0,15.0
3528,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,953.25,11.44,2.0,30.0,15.0
3529,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,668.26,8.02,2.0,30.0,15.0
3529,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,116.77,1.4,2.0,30.0,15.0
3529,feed_shizuokacity_ryougouchi_20260401_20260630200904_o8_0,,637.31,7.65,2.0,30.0,15.0
3529,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,567.7,6.81,2.0,30.0,15.0
3529,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,697.21,8.37,2.0,30.0,15.0
3530,feed_shizuokacity_ryougouchi_20260401_20260630200904_o5_0,,768.86,9.23,2.0,30.0,15.0
3530,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,419.51,5.03,2.0,30.0,15.0
3530,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,365.52,4.39,2.0,30.0,15.0
3530,feed_shizuokacity_ryougouchi_20260401_20260630200904_o8_0,,886.06,10.63,2.0,30.0,15.0
3530,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,816.45,9.8,2.0,30.0,15.0
3530,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,945.96,11.35,2.0,30.0,15.0
3537,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,924.95,11.1,2.0,30.0,15.0
3537,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,518.61,6.22,2.0,30.0,15.0
3537,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,0.0,0.0,2.0,30.0,15.0
3537,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,548.0,6.58,2.0,30.0,15.0
3538,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,615.18,7.38,2.0,30.0,15.0
3538,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,208.84,2.51,2.0,30.0,15.0
3538,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,727.45,8.73,2.0,30.0,15.0
3539,feed_shizuokacity_ryougouchi_20260401_20260630200904_z2_0,,904.08,10.85,2.0,30.0,15.0
3539,feed_shizuokacity_ryougouchi_20260401_20260630200904_z3_0,,538.57,6.46,2.0,30.0,15.0
3539,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,132.24,1.59,2.0,30.0,15.0
3539,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,650.85,7.81,2.0,30.0,15.0
3567,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,863.25,10.36,0.333,180.0,90.0
3568,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,458.99,5.51,0.333,180.0,90.0
3568,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,620.94,7.45,0.333,180.0,90.0
3569,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b19_2,,773.94,9.29,0.333,180.0,90.0
3569,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,819.3,9.83,0.333,180.0,90.0
3570,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,745.64,8.95,0.333,180.0,90.0
3594,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,328.99,3.95,0.667,90.0,45.0
3595,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,219.09,2.63,0.667,90.0,45.0
3627,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,678.09,8.14,2.0,30.0,15.0
3627,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,301.44,3.62,2.0,30.0,15.0
3627,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,0.0,0.0,2.0,30.0,15.0
3627,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,374.95,4.5,2.0,30.0,15.0
3627,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,569.8,6.84,2.0,30.0,15.0
3627,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,830.29,9.96,2.0,30.0,15.0
3628,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,677.25,8.13,2.0,30.0,15.0
3628,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,164.72,1.98,2.0,30.0,15.0
3628,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,136.72,1.64,2.0,30.0,15.0
3628,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,511.67,6.14,2.0,30.0,15.0
3628,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,706.52,8.48,2.0,30.0,15.0
3629,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,877.04,10.52,2.0,30.0,15.0
3629,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,364.5,4.37,2.0,30.0,15.0
3629,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,336.5,4.04,2.0,30.0,15.0
3629,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,711.45,8.54,2.0,30.0,15.0
3629,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,906.3,10.88,2.0,30.0,15.0
3630,feed_shizuokacity_ryougouchi_20260401_20260630200904_o5_0,,768.86,9.23,2.0,30.0,15.0
3630,feed_shizuokacity_ryougouchi_20260401_20260630200904_o6_0,,419.51,5.03,2.0,30.0,15.0
3630,feed_shizuokacity_ryougouchi_20260401_20260630200904_o7_0,,365.52,4.39,2.0,30.0,15.0
3630,feed_shizuokacity_ryougouchi_20260401_20260630200904_o8_0,,886.06,10.63,2.0,30.0,15.0
3630,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,816.45,9.8,2.0,30.0,15.0
3630,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,945.96,11.35,2.0,30.0,15.0
3636,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,804.34,9.65,2.0,30.0,15.0
3636,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,256.34,3.08,2.0,30.0,15.0
3636,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,315.95,3.79,2.0,30.0,15.0
3636,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,498.37,5.98,2.0,30.0,15.0
3636,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,830.53,9.97,2.0,30.0,15.0
3637,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,548.0,6.58,2.0,30.0,15.0
3637,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,0.0,0.0,2.0,30.0,15.0
3637,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,572.29,6.87,2.0,30.0,15.0
3637,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,754.71,9.06,2.0,30.0,15.0
3638,feed_shizuokacity_ryougouchi_20260401_20260630200904_z4_0,,661.87,7.94,2.0,30.0,15.0
3638,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,143.26,1.72,2.0,30.0,15.0
3638,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,485.8,5.83,2.0,30.0,15.0
3668,feed_shizuokacity_yui_kanbara_20260401_20260630200146_b20_2,,939.59,11.28,0.333,180.0,90.0
3693,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,328.99,3.95,0.667,90.0,45.0
3694,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,219.09,2.63,0.667,90.0,45.0
3725,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,913.29,10.96,2.0,30.0,15.0
3725,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,538.35,6.46,2.0,30.0,15.0
3725,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,343.49,4.12,2.0,30.0,15.0
3725,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,603.98,7.25,2.0,30.0,15.0
3726,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,754.77,9.06,2.0,30.0,15.0
3726,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,379.82,4.56,2.0,30.0,15.0
3726,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,184.97,2.22,2.0,30.0,15.0
3726,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,445.46,5.35,2.0,30.0,15.0
3727,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,871.24,10.45,2.0,30.0,15.0
3727,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,569.8,6.84,2.0,30.0,15.0
3727,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,194.85,2.34,2.0,30.0,15.0
3727,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,0.0,0.0,2.0,30.0,15.0
3727,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,260.49,3.13,2.0,30.0,15.0
3727,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,829.96,9.96,2.0,30.0,15.0
3728,feed_shizuokacity_ryougouchi_20260401_20260630200904_o9_0,,921.94,11.06,2.0,30.0,15.0
3728,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,620.5,7.45,2.0,30.0,15.0
3728,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,245.55,2.95,2.0,30.0,15.0
3728,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,50.7,0.61,2.0,30.0,15.0
3728,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,209.79,2.52,2.0,30.0,15.0
3728,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,779.26,9.35,2.0,30.0,15.0
3735,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,471.23,5.65,2.0,30.0,15.0
3735,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,101.06,1.21,2.0,30.0,15.0
3735,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,283.47,3.4,2.0,30.0,15.0
3735,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,615.63,7.39,2.0,30.0,15.0
3736,feed_shizuokacity_ryougouchi_20260401_20260630200904_z5_0,,804.34,9.65,2.0,30.0,15.0
3736,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,256.34,3.08,2.0,30.0,15.0
3736,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,315.95,3.79,2.0,30.0,15.0
3736,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,498.37,5.98,2.0,30.0,15.0
3736,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,830.53,9.97,2.0,30.0,15.0
3787,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,392.46,4.71,0.667,90.0,45.0
3788,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,0.0,0.0,0.667,90.0,45.0
3819,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,864.15,10.37,2.0,30.0,15.0
3819,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,657.65,7.89,2.0,30.0,15.0
3820,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,864.15,10.37,2.0,30.0,15.0
3820,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,657.65,7.89,2.0,30.0,15.0
3821,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,866.31,10.4,2.0,30.0,15.0
3821,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,491.36,5.9,2.0,30.0,15.0
3821,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,296.51,3.56,2.0,30.0,15.0
3821,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,90.01,1.08,2.0,30.0,15.0
3821,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,533.45,6.4,2.0,30.0,15.0
3821,feed_shizuokacity_ryougouchi_20260401_20260630200904_o15_0,,886.19,10.63,2.0,30.0,15.0
3822,feed_shizuokacity_ryougouchi_20260401_20260630200904_o10_0,,830.29,9.96,2.0,30.0,15.0
3822,feed_shizuokacity_ryougouchi_20260401_20260630200904_o11_0,,455.34,5.46,2.0,30.0,15.0
3822,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,260.49,3.13,2.0,30.0,15.0
3822,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,0.0,0.0,2.0,30.0,15.0
3822,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,577.61,6.93,2.0,30.0,15.0
3822,feed_shizuokacity_ryougouchi_20260401_20260630200904_o15_0,,930.35,11.16,2.0,30.0,15.0
3828,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,759.39,9.11,2.0,30.0,15.0
3828,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,187.1,2.25,2.0,30.0,15.0
3828,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,359.81,4.32,2.0,30.0,15.0
3828,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,327.48,3.93,2.0,30.0,15.0
3828,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,754.31,9.05,2.0,30.0,15.0
3829,feed_shizuokacity_ryougouchi_20260401_20260630200904_z6_0,,759.39,9.11,2.0,30.0,15.0
3829,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,187.1,2.25,2.0,30.0,15.0
3829,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,359.81,4.32,2.0,30.0,15.0
3829,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,327.48,3.93,2.0,30.0,15.0
3829,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,754.31,9.05,2.0,30.0,15.0
3830,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,452.64,5.43,2.0,30.0,15.0
3830,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,625.36,7.5,2.0,30.0,15.0
3830,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,61.94,0.74,2.0,30.0,15.0
3830,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,488.76,5.87,2.0,30.0,15.0
3878,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,392.46,4.71,0.667,90.0,45.0
3879,feed_shizuokacity_ikawa_20260401_20260630213838_i1_0,,0.0,0.0,0.667,90.0,45.0
3910,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,864.15,10.37,2.0,30.0,15.0
3910,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,657.65,7.89,2.0,30.0,15.0
3911,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,864.15,10.37,2.0,30.0,15.0
3911,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,657.65,7.89,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o12_0,,796.92,9.56,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,544.58,6.53,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,33.04,0.4,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o15_0,,385.77,4.63,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o16_0,,842.97,10.12,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o17_0,,841.32,10.1,2.0,30.0,15.0
3912,feed_shizuokacity_ryougouchi_20260401_20260630200904_o18_0,,841.32,10.1,2.0,30.0,15.0
3913,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,892.4,10.71,2.0,30.0,15.0
3914,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,892.4,10.71,2.0,30.0,15.0
3918,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,634.56,7.61,2.0,30.0,15.0
3918,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,0.0,0.0,2.0,30.0,15.0
3918,feed_shizuokacity_ryougouchi_20260401_20260630200904_z12_0,,519.97,6.24,2.0,30.0,15.0
3918,feed_shizuokacity_ryougouchi_20260401_20260630200904_z13_0,,858.9,10.31,2.0,30.0,15.0
3919,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,634.56,7.61,2.0,30.0,15.0
3919,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,0.0,0.0,2.0,30.0,15.0
3919,feed_shizuokacity_ryougouchi_20260401_20260630200904_z12_0,,519.97,6.24,2.0,30.0,15.0
3919,feed_shizuokacity_ryougouchi_20260401_20260630200904_z13_0,,858.9,10.31,2.0,30.0,15.0
3920,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,733.85,8.81,2.0,30.0,15.0
3920,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,906.56,10.88,2.0,30.0,15.0
3920,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,219.27,2.63,2.0,30.0,15.0
3920,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,207.56,2.49,2.0,30.0,15.0
3920,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,842.11,10.11,2.0,30.0,15.0
3921,feed_shizuokacity_ryougouchi_20260401_20260630200904_z7_0,,699.59,8.4,2.0,30.0,15.0
3921,feed_shizuokacity_ryougouchi_20260401_20260630200904_z8_0,,872.3,10.47,2.0,30.0,15.0
3921,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,185.01,2.22,2.0,30.0,15.0
3921,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,256.95,3.08,2.0,30.0,15.0
3921,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,891.5,10.7,2.0,30.0,15.0
3999,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,404.54,4.85,2.0,30.0,15.0
3999,feed_shizuokacity_ryougouchi_20260401_20260630200904_o15_0,,51.8,0.62,2.0,30.0,15.0
3999,feed_shizuokacity_ryougouchi_20260401_20260630200904_o16_0,,471.44,5.66,2.0,30.0,15.0
3999,feed_shizuokacity_ryougouchi_20260401_20260630200904_o17_0,,481.22,5.77,2.0,30.0,15.0
3999,feed_shizuokacity_ryougouchi_20260401_20260630200904_o18_0,,481.22,5.77,2.0,30.0,15.0
4000,feed_shizuokacity_ryougouchi_20260401_20260630200904_o16_0,,865.74,10.39,2.0,30.0,15.0
4000,feed_shizuokacity_ryougouchi_20260401_20260630200904_o17_0,,875.52,10.51,2.0,30.0,15.0
4000,feed_shizuokacity_ryougouchi_20260401_20260630200904_o18_0,,875.52,10.51,2.0,30.0,15.0
4001,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,892.4,10.71,2.0,30.0,15.0
4002,feed_shizuokacity_ryougouchi_20260401_20260630200904_o13_0,,892.4,10.71,2.0,30.0,15.0
4003,feed_shizuokacity_ryougouchi_20260401_20260630200904_z13_0,,635.39,7.62,2.0,30.0,15.0
4004,feed_shizuokacity_ryougouchi_20260401_20260630200904_z12_0,,808.9,9.71,2.0,30.0,15.0
4004,feed_shizuokacity_ryougouchi_20260401_20260630200904_z13_0,,469.97,5.64,2.0,30.0,15.0
4005,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,898.74,10.78,2.0,30.0,15.0
4005,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,264.18,3.17,2.0,30.0,15.0
4005,feed_shizuokacity_ryougouchi_20260401_20260630200904_z12_0,,255.79,3.07,2.0,30.0,15.0
4005,feed_shizuokacity_ryougouchi_20260401_20260630200904_z13_0,,594.72,7.14,2.0,30.0,15.0
4006,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,634.56,7.61,2.0,30.0,15.0
4006,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,0.0,0.0,2.0,30.0,15.0
4006,feed_shizuokacity_ryougouchi_20260401_20260630200904_z12_0,,519.97,6.24,2.0,30.0,15.0
4006,feed_shizuokacity_ryougouchi_20260401_20260630200904_z13_0,,858.9,10.31,2.0,30.0,15.0
4007,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,751.34,9.02,2.0,30.0,15.0
4007,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,324.52,3.89,2.0,30.0,15.0
4007,feed_shizuokacity_ryougouchi_20260401_20260630200904_z11_0,,959.08,11.51,2.0,30.0,15.0
4008,feed_shizuokacity_ryougouchi_20260401_20260630200904_z9_0,,853.33,10.24,2.0,30.0,15.0
4008,feed_shizuokacity_ryougouchi_20260401_20260630200904_z10_0,,426.5,5.12,2.0,30.0,15.0
4080,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,808.28,9.7,2.0,30.0,15.0
4080,feed_shizuokacity_ryougouchi_20260401_20260630200904_o15_0,,466.98,5.6,2.0,30.0,15.0
4080,feed_shizuokacity_ryougouchi_20260401_20260630200904_o16_0,,9.78,0.12,2.0,30.0,15.0
4080,feed_shizuokacity_ryougouchi_20260401_20260630200904_o17_0,,0.0,0.0,2.0,30.0,15.0
4080,feed_shizuokacity_ryougouchi_20260401_20260630200904_o18_0,,0.0,0.0,2.0,30.0,15.0
4080,feed_shizuokacity_ryougouchi_20260401_20260630200904_o19_0,,859.57,10.31,2.0,30.0,15.0
4081,feed_shizuokacity_ryougouchi_20260401_20260630200904_o14_0,,786.6,9.44,2.0,30.0,15.0
4081,feed_shizuokacity_ryougouchi_20260401_20260630200904_o15_0,,433.87,5.21,2.0,30.0,15.0
4081,feed_shizuokacity_ryougouchi_20260401_20260630200904_o16_0,,23.33,0.28,2.0,30.0,15.0
4081,feed_shizuokacity_ryougouchi_20260401_20260630200904_o17_0,,33.11,0.4,2.0,30.0,15.0
4081,feed_shizuokacity_ryougouchi_20260401_20260630200904_o18_0,,33.11,0.4,2.0,30.0,15.0
